name,position,percentile_rank,percentile_total,goals_percentile,assists_percentile,power_play_points_percentile,hits_percentile,blocked_shots_percentile,face_off_wins_percentile,shots_percentile,goals,assists,power_play_points,hits,blocked_shots,face_off_wins,shots
Filip Forsberg,C,27.0,590.3191489361702,98.61702127659574,89.8936170212766,96.27659574468085,87.7127659574468,55.47872340425531,63.93617021276595,98.40425531914893,40,35,26,124,33,10,246
Morgan Geekie,C,28.0,589.4148936170213,98.35106382978724,84.09574468085106,95.2127659574468,83.45744680851064,56.96808510638298,79.46808510638299,91.86170212765957,39,29,24,110,34,73,181
Auston Matthews,C,29.0,588.936170212766,93.61702127659575,80.85106382978722,83.56382978723404,51.43617021276595,85.37234042553192,96.43617021276596,97.65957446808511,27,26,12,42,81,580,227
John Tavares,C,30.0,588.2978723404256,96.11702127659575,93.24468085106383,92.5531914893617,70.90425531914893,42.5,99.7872340425532,93.19148936170212,31,40,21,74,24,802,192
Dylan Larkin,C,31.0,588.0319148936171,97.3404255319149,88.40425531914894,95.2127659574468,54.14893617021277,55.47872340425531,99.68085106382979,97.76595744680851,34,33,24,46,33,789,228
Alex Laferriere,RW,32.0,587.0212765957447,87.7659574468085,76.43617021276596,70.85106382978724,99.25531914893617,71.64893617021276,85.63829787234043,95.42553191489361,21,23,5,255,49,198,209
Sidney Crosby,C,33.0,586.2765957446808,94.8936170212766,95.69148936170212,94.20212765957446,64.09574468085107,51.11702127659574,99.46808510638297,86.80851063829788,29,45,23,60,30,773,160
J.T. Miller,C,34.0,585.4255319148937,81.91489361702128,90.58510638297872,90.63829787234042,87.34042553191489,56.96808510638298,95.79787234042553,82.18085106382979,17,36,19,123,34,547,144
Timo Meier,RW,35.0,584.6808510638298,91.17021276595744,70.95744680851064,81.32978723404256,89.20212765957447,74.94680851063829,77.92553191489363,99.14893617021276,24,20,10,131,53,57,269
Sebastian Aho,F,36.0,584.5744680851063,93.61702127659575,97.65957446808511,96.75531914893617,65.26595744680851,40.85106382978723,96.70212765957447,93.72340425531915,27,53,27,63,23,596,195
Brady Tkachuk,LW,37.0,582.5531914893617,88.88297872340426,91.27659574468086,91.59574468085107,93.77659574468085,35.58510638297872,84.73404255319149,96.70212765957447,22,37,20,162,19,175,221
Bo Horvat,C,38.0,581.1702127659574,96.11702127659575,80.85106382978722,88.24468085106383,58.51063829787234,61.38297872340426,98.61702127659574,97.44680851063829,31,26,16,51,38,690,226
Nick Schmaltz,C,39.0,578.3510638297873,96.91489361702128,93.88297872340425,91.59574468085107,33.191489361702125,74.20212765957447,93.29787234042554,95.26595744680851,33,41,20,23,52,448,207
Travis Konecny,RW,40.0,577.0744680851064,93.61702127659575,93.88297872340425,86.27659574468085,82.97872340425532,61.38297872340426,69.9468085106383,88.98936170212765,27,41,14,108,38,20,168
Ryan Hartman,RW,41.0,576.2234042553191,90.05319148936171,70.95744680851064,76.32978723404256,66.06382978723404,89.84042553191489,94.25531914893617,88.72340425531915,23,20,7,64,95,492,167
Quinton Byfield,C,42.0,575.3191489361702,91.17021276595744,79.36170212765957,82.3936170212766,67.76595744680851,68.29787234042554,94.68085106382979,91.64893617021276,24,25,11,66,44,508,180
William Cuylle,LW,43.0,574.8404255319149,86.48936170212767,68.03191489361701,78.51063829787233,99.7872340425532,81.70212765957446,74.7340425531915,85.58510638297872,20,18,8,302,68,42,157
Noah Cates,LW,44.0,574.6808510638298,83.51063829787235,84.09574468085106,80.0531914893617,81.32978723404256,73.24468085106382,93.72340425531915,78.72340425531915,18,29,9,102,51,467,132
Ryan O'Reilly,C,45.0,573.1382978723404,92.18085106382978,96.48936170212767,91.59574468085107,27.712765957446813,81.27659574468085,99.14893617021276,84.73404255319149,25,49,20,17,66,739,153
Owen Tippett,RW,46.0,573.0851063829788,94.25531914893617,76.43617021276596,76.32978723404256,94.52127659574468,72.23404255319149,62.87234042553192,96.43617021276596,28,23,7,166,50,9,220
David Pastrňák,RW,47.0,571.8085106382979,94.8936170212766,99.46808510638297,98.93617021276596,76.48936170212765,53.98936170212766,49.09574468085106,98.93617021276596,29,71,33,86,32,2,261
Sam Reinhart,C,48.0,570.9574468085107,94.8936170212766,87.3936170212766,95.90425531914893,63.61702127659574,63.670212765957444,77.55319148936171,87.92553191489361,29,32,25,59,40,56,165
Martin Nečas,C,49.0,570.7446808510639,98.13829787234043,98.72340425531915,95.2127659574468,75.74468085106383,45.0531914893617,62.87234042553192,95.0,38,62,24,85,26,9,206
Seth Jarvis,C,50.0,569.6808510638298,96.48936170212767,89.14893617021276,92.5531914893617,74.36170212765958,46.64893617021277,73.40425531914893,97.07446808510637,32,34,21,81,27,32,224
Drake Batherson,C,51.0,569.3617021276596,96.91489361702128,92.07446808510639,98.40425531914893,87.12765957446808,39.308510638297875,66.80851063829788,88.72340425531915,33,38,30,122,22,14,167
Andrei Svechnikov,RW,52.0,569.2553191489362,96.11702127659575,92.76595744680851,97.76595744680851,92.34042553191489,31.648936170212767,63.93617021276595,94.68085106382979,31,39,29,148,16,10,203
Erik Haula,LW,53.0,568.7765957446808,76.80851063829788,77.81914893617021,83.56382978723404,86.17021276595744,73.24468085106382,94.36170212765957,76.80851063829788,14,24,12,118,51,494,127
Alex DeBrincat,RW,54.0,568.2446808510639,98.88297872340426,95.2127659574468,94.20212765957446,48.56382978723404,62.287234042553195,69.46808510638299,99.62765957446808,41,44,23,38,39,19,287
Dylan Guenther,RW,55.0,567.7659574468084,98.61702127659574,88.40425531914894,95.2127659574468,67.76595744680851,48.191489361702125,71.38297872340425,98.19148936170212,40,33,24,66,28,26,242
Shane Pinto,C,56.0,566.3297872340426,90.05319148936171,76.43617021276596,70.85106382978724,79.09574468085107,72.23404255319149,92.07446808510639,85.58510638297872,23,23,5,94,50,396,157
Brayden Schenn,C,57.0,566.0638297872341,83.51063829787235,72.92553191489361,80.0531914893617,96.17021276595744,65.05319148936171,93.40425531914893,74.94680851063829,18,21,9,180,41,456,119
Dylan Holloway,C,58.0,565.5319148936171,88.88297872340426,84.09574468085106,78.51063829787233,88.77659574468085,65.05319148936171,72.97872340425532,87.2340425531915,22,29,8,129,41,31,162
Mathew Barzal,C,59.0,564.6808510638298,84.94680851063829,97.65957446808511,91.59574468085107,39.46808510638298,72.23404255319149,86.43617021276596,92.34042553191489,19,53,20,29,50,210,184
Moritz Seider,D,60.0,564.1489361702128,66.75531914893617,96.96808510638299,97.18085106382979,88.45744680851064,99.68085106382979,22.23404255319149,92.87234042553192,10,50,28,128,180,0,187
Pavel Zacha,C,61.0,563.5638297872341,95.58510638297872,89.8936170212766,93.40425531914893,66.06382978723404,45.0531914893617,95.42553191489361,78.13829787234042,30,35,22,64,26,524,131
Rickard Rakell,RW,62.0,562.4468085106383,91.17021276595744,77.81914893617021,88.24468085106383,69.9468085106383,67.18085106382978,79.7872340425532,88.29787234042553,24,24,16,71,43,81,166
Leon Draisaitl,C,63.0,561.0106382978723,97.5531914893617,98.72340425531915,99.7340425531915,44.8936170212766,30.106382978723406,97.44680851063829,92.5531914893617,35,62,42,34,15,628,186
Mitch Marner,RW,64.0,560.531914893617,91.17021276595744,98.24468085106382,95.2127659574468,34.361702127659576,69.68085106382979,83.93617021276596,87.92553191489361,24,56,24,24,46,150,165
Elias Lindholm,C,65.0,560.4255319148936,81.91489361702128,86.27659574468085,91.59574468085107,50.90425531914894,78.35106382978724,98.29787234042553,73.08510638297872,17,31,20,41,59,660,114
Connor Bedard,C,66.0,560.1063829787234,95.58510638297872,95.69148936170212,92.5531914893617,42.3936170212766,46.64893617021277,89.7872340425532,97.44680851063829,30,45,21,31,27,315,226
Kirill Marchenko,RW,67.0,560.0,93.61702127659575,93.24468085106383,94.20212765957446,64.41489361702128,63.670212765957444,54.680851063829785,96.17021276595744,27,40,23,61,40,4,218
Alexis Lafrenière,LW,68.0,558.4574468085107,91.17021276595744,88.40425531914894,87.2340425531915,75.1063829787234,66.06382978723404,62.87234042553192,87.6063829787234,24,33,15,84,42,9,164
Nazem Kadri,C,69.0,558.4042553191489,80.47872340425532,89.14893617021276,90.63829787234042,57.659574468085104,51.11702127659574,93.61702127659575,95.74468085106383,16,34,19,50,30,464,213
William Eklund,LW,70.0,558.1914893617022,78.77659574468086,92.07446808510639,88.24468085106383,70.26595744680851,73.24468085106382,64.68085106382979,90.90425531914894,15,38,16,72,51,11,176
Anton Lundell,C,71.0,557.9255319148936,83.51063829787235,80.85106382978722,87.2340425531915,71.75531914893617,58.24468085106383,96.43617021276596,79.8936170212766,18,26,15,75,35,580,137
Matty Beniers,C,72.0,557.1276595744681,86.48936170212767,85.26595744680851,82.3936170212766,42.3936170212766,82.02127659574468,94.7872340425532,83.77659574468085,20,30,11,31,69,515,149
Boone Jenner,C,73.0,556.9680851063829,74.46808510638297,79.36170212765957,65.1063829787234,92.18085106382978,81.27659574468085,85.85106382978724,78.72340425531915,13,25,3,147,66,200,132
Cutter Gauthier,LW,74.0,556.2765957446809,98.88297872340426,83.13829787234043,90.63829787234042,66.06382978723404,36.91489361702128,81.17021276595744,99.46808510638297,41,28,19,64,20,102,286
Trevor Zegras,C,75.0,555.2659574468084,92.92553191489363,93.88297872340425,94.20212765957446,54.14893617021277,48.191489361702125,83.19148936170212,88.72340425531915,26,41,23,46,28,131,167
Jason Robertson,LW,76.0,555.0000000000001,99.52127659574468,97.3404255319149,99.57446808510639,55.638297872340424,56.96808510638298,46.170212765957444,99.7872340425532,45,51,41,48,34,1,294
Jordan Staal,C,77.0,554.5744680851064,86.48936170212767,63.88297872340426,68.13829787234043,94.52127659574468,71.11702127659575,99.8936170212766,70.53191489361701,20,16,4,166,48,839,107
Morgan Frost,C,78.0,553.7234042553192,88.88297872340426,72.92553191489361,88.24468085106383,63.61702127659574,62.287234042553195,96.80851063829788,80.95744680851064,22,21,16,59,39,601,140
Brandon Hagel,LW,79.0,553.5106382978723,97.76595744680851,92.07446808510639,83.56382978723404,51.43617021276595,61.38297872340426,71.38297872340425,95.90425531914893,36,38,12,42,38,26,214
Alexander Wennberg,C,80.0,551.6489361702128,83.51063829787235,91.27659574468086,87.2340425531915,38.03191489361702,88.82978723404256,98.19148936170212,64.57446808510639,18,37,15,28,93,655,93
Ivan Barbashev,C,81.0,551.5957446808511,90.05319148936171,92.07446808510639,73.61702127659574,90.42553191489363,60.31914893617021,66.01063829787233,79.09574468085107,23,38,6,137,37,13,133
Anders Lee,LW,82.0,551.2765957446809,84.94680851063829,76.43617021276596,78.51063829787233,78.45744680851064,60.31914893617021,78.40425531914894,94.20212765957446,19,23,8,91,37,65,199
Mason McTavish,C,83.0,551.0106382978723,81.91489361702128,77.81914893617021,82.3936170212766,79.41489361702128,55.47872340425531,91.59574468085107,82.3936170212766,17,24,11,95,33,373,146
Bryan Rust,RW,84.0,550.2127659574468,94.8936170212766,90.58510638297872,95.2127659574468,45.851063829787236,82.4468085106383,49.09574468085106,92.12765957446808,29,36,24,35,71,2,183
Darren Raddysh,D,85.0,549.627659574468,88.88297872340426,96.11702127659575,96.27659574468085,68.45744680851064,82.02127659574468,22.23404255319149,95.63829787234043,22,48,26,67,69,0,212
Dylan Strome,C,86.0,548.9361702127659,84.94680851063829,92.76595744680851,92.5531914893617,22.127659574468083,74.94680851063829,99.57446808510639,82.02127659574468,19,39,21,11,53,777,143
Jordan Eberle,RW,87.0,548.1382978723403,92.92553191489363,84.09574468085106,88.24468085106383,61.43617021276596,67.18085106382978,65.26595744680851,88.98936170212765,26,29,16,55,43,12,168
Mikko Rantanen,RW,88.0,547.7127659574469,88.88297872340426,98.03191489361703,99.20212765957447,55.638297872340424,51.11702127659574,74.20212765957447,80.63829787234043,22,55,34,48,30,37,139
Jakob Chychrun,D,89.0,547.6063829787234,92.92553191489363,89.14893617021276,89.84042553191489,63.08510638297873,93.67021276595744,22.23404255319149,96.70212765957447,26,34,18,58,114,0,221
Christian Dvorak,C,90.0,547.2872340425531,83.51063829787235,88.40425531914894,70.85106382978724,48.56382978723404,74.20212765957447,97.5531914893617,84.20212765957447,18,33,5,38,52,629,151
Matthew Knies,LW,91.0,546.9148936170212,90.05319148936171,94.73404255319149,88.24468085106383,92.76595744680851,53.98936170212766,46.170212765957444,80.95744680851064,23,43,16,152,32,1,140
Fraser Minten,C,92.0,546.8085106382978,81.91489361702128,68.03191489361701,65.1063829787234,91.59574468085107,73.24468085106382,92.65957446808511,74.25531914893617,17,18,3,142,51,414,117
Rasmus Dahlin,D,93.0,545.4255319148937,84.94680851063829,98.03191489361703,93.40425531914893,68.45744680851064,84.62765957446808,22.23404255319149,93.72340425531915,19,55,22,67,79,0,195
Jake DeBrusk,LW,94.0,543.936170212766,90.05319148936171,69.57446808510637,95.2127659574468,67.76595744680851,58.24468085106383,66.80851063829788,96.27659574468085,23,19,24,66,35,14,219
Lawson Crouse,LW,95.0,543.6170212765958,91.17021276595744,70.95744680851064,55.53191489361702,98.29787234042553,74.20212765957447,72.12765957446808,81.32978723404256,24,20,1,212,52,28,141
Alex Ovechkin,LW,96.0,543.563829787234,96.48936170212767,87.3936170212766,90.63829787234042,90.0,31.648936170212767,49.09574468085106,98.29787234042553,32,32,19,134,16,2,244
Vasily Podkolzin,RW,97.0,542.1276595744681,84.94680851063829,68.03191489361701,65.1063829787234,98.82978723404256,74.20212765957447,70.37234042553192,80.63829787234043,19,18,3,242,52,21,139
Anthony Mantha,RW,98.0,542.0744680851063,96.91489361702128,86.27659574468085,84.94680851063829,59.095744680851055,63.670212765957444,66.80851063829788,84.36170212765958,33,31,13,52,40,14,152
Anthony Cirelli,C,99.0,541.5957446808511,90.05319148936171,84.09574468085106,68.13829787234043,57.659574468085104,70.26595744680851,95.0,76.38297872340426,23,29,4,50,47,518,125
Cole Caufield,RW,100.0,541.2765957446809,99.8936170212766,91.27659574468086,97.76595744680851,57.659574468085104,37.97872340425532,58.08510638297872,98.61702127659574,51,37,29,50,21,6,258
Claude Giroux,C,101.0,540.0531914893617,76.80851063829788,89.8936170212766,84.94680851063829,66.86170212765957,46.64893617021277,94.57446808510637,80.31914893617021,14,35,13,65,27,504,138
Cale Makar,D,102.0,539.2021276595744,86.48936170212767,98.45744680851064,97.76595744680851,45.851063829787236,94.20212765957446,22.23404255319149,94.20212765957446,20,59,29,35,117,0,199
Kiefer Sherwood,RW,103.0,538.8829787234042,90.05319148936171,56.54255319148936,83.56382978723404,99.8936170212766,51.11702127659574,68.03191489361701,89.68085106382979,23,13,12,339,30,16,172
Tyler Bertuzzi,LW,104.0,537.8723404255319,96.48936170212767,80.85106382978722,92.5531914893617,61.43617021276596,42.5,76.43617021276596,87.6063829787234,32,26,21,55,24,51,164
Leo Carlsson,C,105.0,537.2340425531916,94.8936170212766,92.07446808510639,89.84042553191489,24.627659574468087,49.62765957446808,92.87234042553192,93.29787234042554,29,38,18,14,29,433,193
Evan Bouchard,D,106.0,536.2765957446809,87.7659574468085,99.7340425531915,98.93617021276596,39.46808510638298,91.43617021276596,22.23404255319149,96.70212765957447,21,74,33,29,101,0,221
Carter Verhaeghe,C,107.0,535.3191489361702,92.18085106382978,85.26595744680851,82.3936170212766,68.82978723404256,39.308510638297875,74.46808510638297,92.87234042553192,25,30,11,68,22,39,187
Andrew Copp,C,108.0,534.7872340425531,64.84042553191489,89.14893617021276,78.51063829787233,52.4468085106383,80.69148936170212,95.53191489361701,73.61702127659574,9,34,8,44,64,537,115
Beckett Sennecke,F,109.0,534.7340425531914,90.05319148936171,91.27659574468086,84.94680851063829,80.1063829787234,42.5,51.86170212765957,93.98936170212767,23,37,13,97,24,3,197
Jesper Bratt,W,110.0,533.4574468085107,88.88297872340426,96.48936170212767,91.59574468085107,70.90425531914893,42.5,51.86170212765957,91.22340425531915,22,49,20,74,24,3,178
Ridly Greig,C,110.0,533.4574468085107,74.46808510638297,74.94680851063829,65.1063829787234,79.7872340425532,74.20212765957447,87.87234042553192,77.07446808510639,13,22,3,96,52,262,128
Josh Doan,RW,111.0,533.2978723404256,92.18085106382978,82.23404255319149,89.20212765957447,73.08510638297872,52.55319148936171,54.680851063829785,89.36170212765957,25,27,17,78,31,4,170
Matthew Schaefer,D,112.0,532.9787234042553,90.05319148936171,90.58510638297872,89.84042553191489,50.26595744680851,93.08510638297872,22.23404255319149,96.91489361702128,23,36,18,40,111,0,222
Jack Hughes,C,113.0,532.4468085106383,93.61702127659575,96.96808510638299,94.20212765957446,11.96808510638298,53.98936170212766,83.82978723404256,97.87234042553192,27,50,23,4,32,145,229
Brock Boeser,RW,114.0,532.3404255319149,88.88297872340426,80.85106382978722,90.63829787234042,60.691489361702125,45.0531914893617,77.92553191489363,88.29787234042553,22,26,19,54,26,57,166
Mark Stone,RW,115.0,531.6489361702128,94.25531914893617,95.69148936170212,96.75531914893617,42.3936170212766,70.26595744680851,54.680851063829785,77.6063829787234,28,45,27,31,47,4,130
Filip Hronek,D,116.0,531.5425531914894,61.861702127659576,93.88297872340425,92.5531914893617,89.84042553191489,91.27659574468086,22.23404255319149,79.8936170212766,8,41,21,133,100,0,137
Zach Werenski,D,117.0,531.2234042553191,88.88297872340426,98.45744680851064,92.5531914893617,41.11702127659574,89.20212765957447,22.23404255319149,98.77659574468085,22,59,21,30,94,0,260
Gabriel Vilardi,C,117.0,531.2234042553191,95.58510638297872,92.76595744680851,95.2127659574468,30.69148936170213,58.24468085106383,74.7340425531915,83.98936170212767,30,39,24,20,35,42,150
Frank Nazar,C,118.0,530.6914893617021,78.77659574468086,80.85106382978722,83.56382978723404,47.76595744680851,67.18085106382978,92.23404255319149,80.31914893617021,15,26,12,37,43,401,138
Jimmy Snuggerud,RW,119.0,529.2021276595744,87.7659574468085,85.26595744680851,80.0531914893617,69.9468085106383,62.287234042553195,54.680851063829785,89.20212765957447,21,30,9,71,39,4,169
Emil Heineman,LW,120.0,528.6170212765958,88.88297872340426,46.59574468085106,68.13829787234043,98.93617021276596,75.58510638297872,60.15957446808511,90.31914893617021,22,9,4,247,54,7,174
Chandler Stephenson,C,121.0,528.4042553191489,80.47872340425532,88.40425531914894,88.24468085106383,30.69148936170213,76.64893617021276,99.36170212765958,64.57446808510639,16,33,16,20,56,759,93
Bobby McMann,F,122.0,527.7659574468084,94.8936170212766,66.11702127659575,73.61702127659574,94.20212765957446,46.64893617021277,60.15957446808511,92.12765957446808,29,17,6,165,27,7,183
Connor McMichael,C,123.0,527.1276595744681,76.80851063829788,87.3936170212766,70.85106382978724,53.191489361702125,69.14893617021278,87.97872340425532,81.75531914893617,14,32,5,45,45,265,142
Ryan Leonard,RW,124.0,526.5425531914893,86.48936170212767,79.36170212765957,86.27659574468085,87.7127659574468,43.88297872340425,58.08510638297872,84.73404255319149,20,25,14,124,25,6,153
Ryan Nugent-Hopkins,C,125.0,526.3829787234043,86.48936170212767,90.58510638297872,97.76595744680851,35.319148936170215,52.55319148936171,84.57446808510637,79.09574468085107,20,36,29,25,31,172,133
Jackson LaCombe,D,126.0,526.2765957446809,66.75531914893617,96.11702127659575,89.20212765957447,70.90425531914893,95.69148936170212,22.23404255319149,85.37234042553192,10,48,17,74,128,0,156
Anže Kopitar,C,127.0,526.1702127659574,71.27659574468085,80.85106382978722,83.56382978723404,44.09574468085106,78.93617021276596,99.25531914893617,68.19148936170212,12,26,12,33,61,744,101
Emmitt Finnie,C,128.0,524.6808510638298,74.46808510638297,66.11702127659575,78.51063829787233,89.20212765957447,65.05319148936171,75.95744680851064,75.37234042553192,13,17,8,131,41,48,120
Pavel Buchnevich,LW,129.0,524.2553191489362,86.48936170212767,83.13829787234043,87.2340425531915,41.11702127659574,63.670212765957444,80.85106382978722,81.75531914893617,20,28,15,30,40,98,142
Sean Couturier,C,130.0,524.2021276595744,71.27659574468085,77.81914893617021,55.53191489361702,80.90425531914893,66.06382978723404,97.65957446808511,74.94680851063829,12,24,1,100,42,632,119
Lucas Raymond,LW,131.0,524.0425531914893,92.18085106382978,97.3404255319149,96.75531914893617,51.96808510638298,49.62765957446808,46.170212765957444,90.0,25,51,27,43,29,1,173
Charlie McAvoy,D,132.0,523.8297872340426,68.51063829787233,96.96808510638299,94.20212765957446,73.82978723404256,95.85106382978724,22.23404255319149,72.23404255319149,11,50,23,79,129,0,111
Blake Coleman,C,133.0,523.7234042553191,86.48936170212767,60.90425531914894,55.53191489361702,92.76595744680851,71.11702127659575,66.01063829787233,90.90425531914894,20,15,1,152,48,13,176
Clayton Keller,C,134.0,523.3510638297872,92.92553191489363,98.72340425531915,96.75531914893617,17.71276595744681,53.98936170212766,66.01063829787233,97.23404255319149,26,62,27,8,32,13,225
Benjamin Kindel,C,135.0,523.031914893617,81.91489361702128,68.03191489361701,81.32978723404256,41.11702127659574,77.76595744680851,88.67021276595744,84.20212765957447,17,18,10,30,58,283,151
Peyton Krebs,C,136.0,522.872340425532,71.27659574468085,82.23404255319149,55.53191489361702,97.76595744680851,65.05319148936171,86.43617021276596,64.57446808510639,12,27,1,201,41,210,93
Logan Stankoven,C,137.0,522.0212765957447,87.7659574468085,76.43617021276596,80.0531914893617,57.659574468085104,39.308510638297875,92.5,88.29787234042553,21,23,9,50,22,409,166
Jean-Gabriel Pageau,C,138.0,521.2765957446809,81.91489361702128,68.03191489361701,55.53191489361702,85.53191489361703,73.24468085106382,98.08510638297872,58.93617021276596,17,18,1,115,51,653,81
Eeli Tolvanen,RW,139.0,520.9042553191489,71.27659574468085,77.81914893617021,86.27659574468085,96.59574468085106,85.37234042553192,22.23404255319149,81.32978723404256,12,24,14,187,81,0,141
Roope Hintz,LW,140.0,520.6382978723403,78.77659574468086,84.09574468085106,90.63829787234042,63.61702127659574,34.202127659574465,92.76595744680851,76.54255319148936,15,29,19,59,18,430,126
Kirill Kaprizov,LW,141.0,520.4787234042553,99.52127659574468,95.2127659574468,98.72340425531915,59.095744680851055,46.64893617021277,22.23404255319149,99.04255319148936,45,44,32,52,27,0,268
Nikolaj Ehlers,LW,142.0,520.3191489361702,92.92553191489363,95.69148936170212,97.76595744680851,31.48936170212766,42.5,64.68085106382979,95.26595744680851,26,45,29,21,24,11,207
Dawson Mercer,C,143.0,519.9468085106383,86.48936170212767,74.94680851063829,76.32978723404256,44.09574468085106,70.26595744680851,81.96808510638299,85.85106382978724,20,22,7,33,47,114,158
Robert Thomas,C,144.0,519.8404255319149,92.18085106382978,92.76595744680851,86.27659574468085,20.53191489361702,63.670212765957444,95.79787234042553,68.61702127659575,25,39,14,10,40,547,102
Justin Sourdif,RW,145.0,519.6808510638298,78.77659574468086,70.95744680851064,65.1063829787234,80.42553191489363,63.670212765957444,89.8936170212766,70.85106382978724,15,20,3,98,40,316,108
