name,position,team,rank,total,games_played,goals,assists,power_play_points,shots,face_off_wins,hits,blocked_shots,goals_score,assists_score,power_play_points_score,shots_score,face_off_wins_score,hits_score,blocked_shots_score
William Borgen,D,NYR,419.0,307.5071575731795,75,5,10,0,69,0,111,99,31.306185512471956,30.295177330194544,21.663208651542433,33.89565204939025,24.041903142373393,77.16376213906267,89.14126874814426
Nick Paul,LW,TBL,420.0,306.7773321832883,51,7,8,3,68,300,75,22,39.672344276777984,24.62797614408865,44.738339137400445,33.19085853392029,85.81729450381201,57.276936958022105,21.45358262926686
Paul Cotter,C,NJD,421.0,305.7471888721793,79,9,6,1,61,68,192,22,47.63548442481157,18.50461470343744,35.157280873368165,28.189035995559045,57.66778782039529,97.13940242534093,21.45358262926686
Devon Toews,D,COL,422.0,303.951514102577,68,3,21,1,115,0,26,83,21.972798207563898,60.1193595213247,35.157280873368165,62.424349393129454,24.041903142373393,19.269985428100572,80.96583753671682
Luke Kunin,C,FLA,423.0,302.54375731719955,62,4,6,0,49,219,123,47,26.847447765992854,18.50461470343744,21.663208651542433,21.542144854250687,78.04889463234377,82.45036670507228,53.48708000456006
Radko Gudas,D,ANA,424.0,302.14566491061805,56,2,11,0,63,0,164,87,16.793290621486975,33.165325911838195,21.663208651542433,29.809640779988275,24.041903142373393,93.50188809671707,83.17040770667172
Vladislav Namestnikov,C,WPG,425.0,301.9667400148585,60,8,6,2,76,92,76,37,43.76439900542125,18.50461470343744,40.27868711976886,38.368528676936066,61.281466892974436,57.981770916776,41.787272699544445
Colton Dach,C,2TM,426.0,301.8766821344123,61,5,8,2,58,26,219,29,31.306185512471956,24.62797614408865,40.27868711976886,26.426021771494046,49.308921080880864,98.86441662664774,31.064473879060195
Luke Glendening,C,2TM,427.0,301.30834536254093,70,2,7,0,50,343,97,53,16.793290621486975,21.521776396318067,21.663208651542433,22.122995040292672,89.13093531816693,70.32584793024449,59.75029140448935
Marcus Pettersson,D,VAN,428.0,300.83544213901746,82,3,15,0,66,0,79,136,21.972798207563898,44.1228137736513,21.663208651542433,31.78868601913083,24.041903142373393,60.058576035092145,97.18745630966343
Ilya Mikheyev,F,CHI,429.0,299.93552441452283,77,18,18,0,123,2,31,23,76.73854944453555,52.83145203178897,21.663208651542433,66.55771617740444,35.30992328587182,24.036248433210076,22.798426390169546
Ty Dellandrea,C,SJS,430.0,298.8825487618626,46,2,9,0,50,280,130,37,16.793290621486975,27.47168301420899,21.663208651542433,22.122995040292672,83.90535598139864,85.13874275338841,41.787272699544445
Jonathan Drouin,LW,2TM,431.0,298.61656658595524,64,4,20,6,86,114,18,32,26.847447765992854,57.4737689817521,56.69451573922796,44.548755672068296,64.48969016985237,13.35619394188414,35.20619431517751
Michael Rasmussen,C,DET,432.0,297.8946845648019,64,6,8,0,65,131,64,63,35.549982927199416,24.62797614408865,21.663208651542433,31.021483070607186,67.08659719561541,49.635792642610966,68.30964393313782
Jesper Boqvist,C,FLA,433.0,297.1283399055497,73,4,9,1,64,37,141,33,26.847447765992854,27.47168301420899,35.157280873368165,30.431715245079218,51.83216783619946,88.73020046171061,36.65784470899037
Jonathan Huberdeau,LW,CGY,434.0,296.9584463002956,50,10,15,7,83,8,30,30,50.848509202140406,44.1228137736513,60.65811268635163,42.93716122450862,42.861415051992275,23.068716126048784,32.46171823560251
Brandon Duhaime,RW,WSH,435.0,296.6173395146872,82,4,5,0,64,14,159,57,26.847447765992854,15.962397728021333,21.663208651542433,30.431715245079218,45.771486325768834,92.61030034566045,63.33078345262209
Colin Blackwell,C,DAL,436.0,295.4464530790872,70,4,11,0,61,124,112,37,26.847447765992854,33.165325911838195,21.663208651542433,28.189035995559045,66.00103481148861,77.79312724312163,41.787272699544445
Kaedan Korczak,D,VEG,437.0,293.92267318708616,78,3,13,0,60,0,102,95,21.972798207563898,38.680857135552635,21.663208651542433,27.470313351582597,24.041903142373393,72.71507882793756,87.37851387053362
Dakota Joshua,C,TOR,438.0,293.4253967306363,55,10,8,0,52,6,195,32,50.848509202140406,24.62797614408865,21.663208651542433,22.944423461629114,40.50640791579477,97.62867704026338,35.20619431517751
Jonas Siegenthaler,D,NJD,439.0,293.1261513345312,82,0,16,0,60,0,92,135,7.803972900757034,47.40630752398394,21.663208651542433,27.470313351582597,24.041903142373393,67.69922523681934,97.04122052747243
Tyler Myers,D,2TM,440.0,292.1229930017595,73,1,10,0,88,0,85,121,11.8019527634363,30.295177330194544,21.663208651542433,45.780863868143584,24.041903142373393,63.420682201565796,95.11920504450339
Logan Mailloux,D,STL,441.0,292.047376022367,67,5,8,2,80,0,93,56,31.306185512471956,24.62797614408865,40.27868711976886,41.16378313241381,24.041903142373393,68.17309769332172,62.45574327792862
Jacob Middleton,D,MIN,442.0,291.93612334655603,75,2,14,0,62,0,87,117,16.793290621486975,41.17752603594034,21.663208651542433,29.050411132469456,24.041903142373393,64.95118461518729,94.25859914755614
Nick Bjugstad,C,2TM,443.0,291.817418401302,61,6,3,0,77,175,108,33,35.549982927199416,10.766656792452297,21.663208651542433,38.98590455722922,72.58890259774509,75.60491816614321,36.65784470899037
Alex Steeves,F,BOS,444.0,291.5221934173295,43,9,7,3,55,3,144,26,47.63548442481157,21.521776396318067,44.738339137400445,24.444420712482,36.80096727311988,89.6059010638306,26.77530440936694
Jake Walman,D,EDM,445.0,291.36372789739244,53,8,12,2,96,0,15,90,43.76439900542125,35.93863449353837,40.27868711976886,51.548799249896504,24.041903142373393,11.206039578629785,84.58526530776422
Simon Benoit,D,TOR,446.0,290.5240408306097,73,0,6,0,60,0,194,114,7.803972900757034,18.50461470343744,21.663208651542433,27.470313351582597,24.041903142373393,97.49022889021867,93.54979919069811
Anthony Duclair,LW,NYI,447.0,290.32905007316975,62,12,15,6,74,4,9,42,57.777336955565886,44.1228137736513,56.69451573922796,37.24461982359851,38.53702435927084,7.8484188640075425,48.104320557847686
Alexey Toropchenko,RW,STL,448.0,290.0833416278873,65,4,7,0,68,4,132,56,26.847447765992854,21.521776396318067,21.663208651542433,33.19085853392029,38.53702435927084,85.86728264291425,62.45574327792862
Alex Newhook,C,MTL,449.0,289.9271847947669,42,13,12,3,61,126,48,17,61.83892749130281,35.93863449353837,44.738339137400445,28.189035995559045,66.31657265260586,37.353645859783654,15.552029164576735
Pontus Holmberg,RW,TBL,450.0,289.00917912890384,70,11,11,0,90,19,66,31,53.97917222336477,33.165325911838195,21.663208651542433,47.15703246822606,47.75432854266985,51.45939731399474,33.8307140172678
William Carrier,LW,CAR,451.0,289.0064517225508,70,7,11,0,80,7,172,18,39.672344276777984,33.165325911838195,21.663208651542433,41.16378313241381,41.78868154836109,94.94240963762819,16.6106985639891
Radek Faksa,C,DAL,452.0,287.87849381418914,58,2,15,0,38,235,78,44,16.793290621486975,44.1228137736513,21.663208651542433,15.748322119666799,79.72154989384876,59.21535980738497,50.613948946607934
Warren Foegele,LW,2TM,453.0,287.18064860466194,68,13,4,1,105,14,74,19,61.83892749130281,13.44129738448563,35.157280873368165,56.72200483181741,45.771486325768834,56.362044859713954,17.887606838205176
Carson Soucy,D,2TM,454.0,286.9078554782228,76,5,7,0,62,0,105,91,31.306185512471956,21.521776396318067,21.663208651542433,29.050411132469456,24.041903142373393,74.12148534952163,85.20288529352587
Niko Mikkola,D,FLA,455.0,285.2178117918767,68,3,8,0,68,0,116,81,21.972798207563898,24.62797614408865,21.663208651542433,33.19085853392029,24.041903142373393,79.82083030636825,79.90023680601978
Liam Ohgren,LW,2TM,456.0,284.7742653583276,69,8,10,0,87,9,69,41,43.76439900542125,30.295177330194544,21.663208651542433,45.18172624019904,43.51481622462949,53.43087513361835,46.924062772722536
Noah Ostlund,C,BUF,457.0,284.4951829693327,60,11,16,6,60,86,5,30,53.97917222336477,47.40630752398394,56.69451573922796,27.470313351582597,60.366185498452055,6.116970397118886,32.46171823560251
Nino Niederreiter,RW,WPG,458.0,283.17382924801126,61,8,11,5,84,3,70,20,43.76439900542125,33.165325911838195,52.70822592492259,43.566253844272126,36.80096727311988,54.030727301129744,19.137929987307494
Erik Černák,D,TBL,459.0,282.73992489617115,61,3,8,0,53,0,112,99,21.972798207563898,24.62797614408865,21.663208651542433,23.499642759336915,24.041903142373393,77.79312724312163,89.14126874814426
Michael Eyssimont,C,BOS,460.0,281.5324686102006,56,8,10,4,109,3,54,21,43.76439900542125,30.295177330194544,48.79596349852645,58.99869832333242,36.80096727311988,42.65553766889674,20.22172551070934
Lars Eller,C,OTT,461.0,281.4529394131725,68,5,10,0,67,332,50,34,31.306185512471956,30.295177330194544,21.663208651542433,32.52348356939675,88.21621026973517,39.33319563562438,38.115478444207255
Alexandre Carrier,D,MTL,462.0,280.91623345913854,73,7,15,0,56,0,35,155,39.672344276777984,44.1228137736513,21.663208651542433,25.113643589361516,24.041903142373393,27.207430530373017,99.09488949505885
Tyson Jost,C,NSH,463.0,280.15567628447326,69,8,8,0,95,45,67,31,43.76439900542125,24.62797614408865,21.663208651542433,50.83871706105235,53.16318552860969,52.26747587649109,33.8307140172678
Tom Willander,D,VAN,464.0,279.6423200605517,70,5,16,3,59,0,35,78,31.306185512471956,47.40630752398394,44.738339137400445,26.964214073212773,24.041903142373393,27.207430530373017,77.9779401407362
Ty Emberson,D,EDM,465.0,279.51613491758224,72,2,10,0,46,0,107,106,16.793290621486975,30.295177330194544,21.663208651542433,20.063330921851854,24.041903142373393,75.13695127417279,91.52227297596022
Fedor Svechkov,C,NSH,466.0,279.4904842776976,70,4,13,0,70,235,60,29,26.847447765992854,38.680857135552635,21.663208651542433,34.56787828953399,79.72154989384876,46.94506866216675,31.064473879060195
Alex Vlasic,D,CHI,467.0,278.8988894570767,81,2,19,0,86,0,29,119,16.793290621486975,55.20553573287984,21.663208651542433,44.548755672068296,24.041903142373393,21.929968998341636,94.71622663838413
Elias Pettersson,D,VAN,468.0,278.3993741669271,70,3,7,0,46,0,136,85,21.972798207563898,21.521776396318067,21.663208651542433,20.063330921851854,24.041903142373393,87.06866274208144,82.067694105196
Yan Kuznetsov,D,CGY,469.0,277.89287387217973,57,4,8,0,64,0,79,102,26.847447765992854,24.62797614408865,21.663208651542433,30.431715245079218,24.041903142373393,60.058576035092145,90.22204688801102
Trent Frederic,C,EDM,470.0,277.8209907431302,74,4,3,0,77,89,193,22,26.847447765992854,10.766656792452297,21.663208651542433,38.98590455722922,60.75372950427416,97.35046084237239,21.45358262926686
Zack Ostapchuk,C,SJS,471.0,277.6350497805455,59,4,3,0,44,236,140,29,26.847447765992854,10.766656792452297,21.663208651542433,19.035146327421913,79.90871835159616,88.34939801247964,31.064473879060195
Jonathan Aspirot,D,BOS,472.0,277.35923443182514,61,3,10,1,47,0,86,83,21.972798207563898,30.295177330194544,35.157280873368165,20.66963915695184,24.041903142373393,64.25659818465647,80.96583753671682
Dylan Samberg,D,WPG,473.0,277.01503122610643,66,1,13,0,87,0,53,115,11.8019527634363,38.680857135552635,21.663208651542433,45.18172624019904,24.041903142373393,41.795505679075774,93.84987761392685
Nathan Walker,C,STL,474.0,276.9076744933103,46,4,7,0,38,56,179,35,26.847447765992854,21.521776396318067,21.663208651542433,15.748322119666799,55.827283600806794,95.86066906517327,39.438966893810125
Uvis Balinskis,D,FLA,475.0,276.8966295841189,54,5,10,6,66,0,71,42,31.306185512471956,30.295177330194544,56.69451573922796,31.78868601913083,24.041903142373393,54.665841282872506,48.104320557847686
Blake Lizotte,C,PIT,476.0,276.6698220248613,55,7,12,0,49,238,49,35,39.672344276777984,35.93863449353837,21.663208651542433,21.542144854250687,80.14225439550022,38.27226845944148,39.438966893810125
Cole Koepke,LW,WPG,477.0,275.95395947845725,66,8,9,0,86,0,186,19,43.76439900542125,27.47168301420899,21.663208651542433,44.548755672068296,24.041903142373393,96.57640315463773,17.887606838205176
Gabriel Perreault,RW,NYR,478.0,274.8911169660909,49,12,15,6,73,5,25,22,57.777336955565886,44.1228137736513,56.69451573922796,36.598359821268524,39.64396675646826,18.600541290642127,21.45358262926686
Scott Mayfield,D,NYI,479.0,274.1533347652095,80,2,13,0,71,0,75,82,16.793290621486975,38.680857135552635,21.663208651542433,35.24244477455093,24.041903142373393,57.276936958022105,80.45469348168102
Dante Fabbro,D,CBJ,480.0,274.13906642675727,74,5,6,0,68,0,65,120,31.306185512471956,18.50461470343744,21.663208651542433,33.19085853392029,24.041903142373393,50.51220272276123,94.92009316025056
Max Sasson,F,VAN,481.0,273.8982419094474,66,13,6,1,62,122,30,36,61.83892749130281,18.50461470343744,35.157280873368165,29.050411132469456,65.72019145429545,23.068716126048784,40.55810012852527
Oskar Sundqvist,C,STL,482.0,273.00185281436615,52,5,12,1,37,197,69,26,31.306185512471956,35.93863449353837,35.157280873368165,15.171059537443277,75.2225128545591,53.43087513361835,26.77530440936694
Joe Veleno,C,MTL,483.0,272.52398256434293,61,2,3,0,52,163,166,32,16.793290621486975,10.766656792452297,21.663208651542433,22.944423461629114,71.15037188312988,93.9998368389247,35.20619431517751
John Marino,D,UTA,484.0,272.1855763078875,80,4,32,0,55,0,28,68,26.847447765992854,82.47210995878356,21.663208651542433,24.444420712482,24.041903142373393,20.864796676525586,71.8516894001877
Axel Sandin Pellikka,D,DET,485.0,272.0531568631381,68,7,14,7,68,0,17,54,39.672344276777984,41.17752603594034,60.65811268635163,33.19085853392029,24.041903142373393,12.612320119331084,60.70009206844338
Tyler Tucker,D,STL,486.0,271.42455225551305,69,3,14,0,68,0,100,51,21.972798207563898,41.17752603594034,21.663208651542433,33.19085853392029,24.041903142373393,71.8095058423678,57.56875184180492
Jonas Brodin,D,MIN,487.0,269.7839144396139,62,4,14,1,76,0,10,126,26.847447765992854,41.17752603594034,35.157280873368165,38.368528676936066,24.041903142373393,8.316906742724424,95.87432120227865
Alex Turcotte,C,LAK,488.0,267.9067219890123,62,3,11,0,67,257,51,33,21.972798207563898,33.165325911838195,21.663208651542433,32.52348356939675,81.70240504671818,40.22165589296249,36.65784470899037
Connor Clifton,D,PIT,489.0,267.4929156010618,50,2,4,0,35,0,180,84,16.793290621486975,13.44129738448563,21.663208651542433,13.921344244424265,24.041903142373393,96.0933818316206,81.53848972512847
Sam Rinzel,D,CHI,490.0,265.8608827290169,54,4,10,1,83,0,49,63,26.847447765992854,30.295177330194544,35.157280873368165,42.93716122450862,24.041903142373393,38.27226845944148,68.30964393313782
Cole Smith,F,2TM,491.0,265.0018278641653,63,8,4,0,69,6,173,18,43.76439900542125,13.44129738448563,21.663208651542433,33.89565204939025,40.50640791579477,95.12016429354188,16.6106985639891
Garnet Hathaway,RW,PHI,492.0,264.9697331169311,66,1,2,0,34,15,252,58,11.8019527634363,8.287778669608521,21.663208651542433,13.318810964845518,46.28647297757181,99.37306453897793,64.23844455094856
Reilly Smith,RW,VEG,493.0,264.7309804967226,69,16,10,1,95,17,25,13,71.39909207109352,30.295177330194544,35.157280873368165,50.83871706105235,47.14231978654355,18.600541290642127,11.297852083828358
Kent Johnson,C,CBJ,494.0,264.06510702248806,76,7,15,2,114,0,15,38,39.672344276777984,44.1228137736513,40.27868711976886,61.75699582748968,24.041903142373393,11.206039578629785,42.986323303797064
Ryker Evans,D,SEA,495.0,263.87172104674903,67,8,9,1,46,0,48,75,43.76439900542125,27.47168301420899,35.157280873368165,20.063330921851854,24.041903142373393,37.353645859783654,76.01947822974174
Teddy Blueger,C,VAN,496.0,263.34587416645917,35,9,8,1,51,199,55,16,47.63548442481157,24.62797614408865,35.157280873368165,22.532153233393814,75.54837828760427,43.482597600364954,14.362003602827762
Michael Misa,F,SJS,497.0,263.1179198664379,45,9,12,4,58,162,14,23,47.63548442481157,35.93863449353837,48.79596349852645,26.426021771494046,70.94479400934961,10.578595278548281,22.798426390169546
Sam Dickinson,D,SJS,498.0,261.61472269576245,72,1,13,0,72,0,74,70,11.8019527634363,38.680857135552635,21.663208651542433,35.884327228141615,24.041903142373393,56.362044859713954,73.18042891500215
Carl Grundström,RW,PHI,499.0,260.44060046854696,47,9,4,0,56,7,139,23,47.63548442481157,13.44129738448563,21.663208651542433,25.113643589361516,41.78868154836109,87.99985847981517,22.798426390169546
Tyson Kozak,C,BUF,500.0,259.8197582028539,46,2,4,0,30,187,120,37,16.793290621486975,13.44129738448563,21.663208651542433,10.870828025021535,74.13778682908462,81.12607399168833,41.787272699544445
Andrei Kuzmenko,F,LAK,501.0,259.7251487198853,52,13,12,13,69,0,18,14,61.83892749130281,35.93863449353837,78.43642772892261,33.89565204939025,24.041903142373393,13.35619394188414,12.217409872473674
Wyatt Kaiser,D,CHI,502.0,259.5332064808588,77,6,11,0,75,0,45,69,35.549982927199416,33.165325911838195,21.663208651542433,37.78807799126619,24.041903142373393,34.788098392868264,72.53660946377093
Conor Sheary,LW,NYR,503.0,258.3198238172587,62,7,11,2,81,16,22,36,39.672344276777984,33.165325911838195,40.27868711976886,41.82326230990967,46.731763167353705,16.090340903085007,40.55810012852527
Braeden Bowman,F,VEG,504.0,258.3059388719548,54,8,18,4,75,3,19,24,43.76439900542125,52.83145203178897,48.79596349852645,37.78807799126619,36.80096727311988,14.068946073445073,24.256132998386995
Taylor Raddysh,RW,NYR,505.0,257.16341656061064,68,9,10,1,53,3,49,40,47.63548442481157,30.295177330194544,35.157280873368165,23.499642759336915,36.80096727311988,38.27226845944148,45.5025954403381
Jalen Chatfield,D,CAR,506.0,256.8159307993406,72,2,15,0,100,0,36,63,16.793290621486975,44.1228137736513,21.663208651542433,53.69266907530861,24.041903142373393,28.192401601840075,68.30964393313782
Alexander Petrovic,D,DAL,507.0,255.77270670222606,54,2,8,0,57,0,88,77,16.793290621486975,24.62797614408865,21.663208651542433,25.82080831040718,24.041903142373393,65.50433855507649,77.32118127725093
Alexandre Texier,C,2TM,508.0,255.305885884231,51,8,13,1,74,3,65,15,43.76439900542125,38.680857135552635,35.157280873368165,37.24461982359851,36.80096727311988,50.51220272276123,13.14555905040934
Kirby Dach,C,MTL,509.0,254.44961840459163,37,8,7,2,47,48,53,30,43.76439900542125,21.521776396318067,40.27868711976886,20.66963915695184,53.95789281145331,41.795505679075774,32.46171823560251
Eric Robinson,LW,CAR,510.0,253.5835806870862,67,12,6,0,84,1,90,13,57.777336955565886,18.50461470343744,21.663208651542433,43.566253844272126,34.06389429134738,66.7104201570926,11.297852083828358
Frank Vatrano,LW,ANA,511.0,253.13975320604254,50,5,4,1,79,6,84,28,31.306185512471956,13.44129738448563,35.157280873368165,40.366120228401435,40.50640791579477,62.65333118837974,29.70913010314085
Emil Andrae,D,PHI,512.0,252.09273095978972,61,2,11,1,36,2,68,58,16.793290621486975,33.165325911838195,35.157280873368165,14.562068412219638,35.30992328587182,52.866397304056335,64.23844455094856
Ryan Winterton,C,SEA,513.0,251.9317014047524,68,4,14,0,87,0,74,33,26.847447765992854,41.17752603594034,21.663208651542433,45.18172624019904,24.041903142373393,56.362044859713954,36.65784470899037
Vinnie Hinostroza,C,2TM,514.0,251.87118488313774,65,6,12,2,65,22,41,27,35.549982927199416,35.93863449353837,40.27868711976886,31.021483070607186,48.639057990694056,32.18730655708581,28.25603272424404
Samuel Helenius,C,LAK,515.0,251.8066340664265,53,5,4,0,38,114,144,17,31.306185512471956,13.44129738448563,21.663208651542433,15.748322119666799,64.48969016985237,89.6059010638306,15.552029164576735
Ryan Strome,C,2TM,516.0,251.75271023183186,52,8,13,2,57,186,22,15,43.76439900542125,38.680857135552635,40.27868711976886,25.82080831040718,73.97205870718757,16.090340903085007,13.14555905040934
Ben Meyers,F,SEA,517.0,251.63547284887966,52,7,8,0,61,185,66,14,39.672344276777984,24.62797614408865,21.663208651542433,28.189035995559045,73.80610059444314,51.45939731399474,12.217409872473674
Albert Johansson,D,DET,518.0,250.90430585458935,82,3,8,0,61,0,56,93,21.972798207563898,24.62797614408865,21.663208651542433,28.189035995559045,24.041903142373393,44.241624349796474,86.16775936366545
Nicklaus Perbix,D,NSH,519.0,250.55163276783176,79,3,10,0,80,0,31,95,21.972798207563898,30.295177330194544,21.663208651542433,41.16378313241381,24.041903142373393,24.036248433210076,87.37851387053362
Cole Reinhardt,LW,2TM,520.0,250.24736427175964,59,9,6,0,49,7,129,16,47.63548442481157,18.50461470343744,21.663208651542433,21.542144854250687,41.78868154836109,84.75122648652867,14.362003602827762
Mason Appleton,C,DET,521.0,249.3124740052221,65,6,8,0,63,6,89,29,35.549982927199416,24.62797614408865,21.663208651542433,29.809640779988275,40.50640791579477,66.09078370754837,31.064473879060195
Pierre-Luc Dubois,C,WSH,522.0,248.34942646761314,29,5,14,6,42,181,23,13,31.306185512471956,41.17752603594034,56.69451573922796,17.670187805461246,73.34980220054268,16.853357090140598,11.297852083828358
Berkly Catton,F,SEA,523.0,247.78358486474414,66,7,10,2,78,70,8,30,39.672344276777984,30.295177330194544,40.27868711976886,39.640136816632165,58.08677528012511,7.348745805642949,32.46171823560251
Brett Kulak,D,3TM,524.0,247.62215417675586,83,1,11,0,95,0,19,108,11.8019527634363,33.165325911838195,21.663208651542433,50.83871706105235,24.041903142373393,14.068946073445073,92.04210057306813
Matvei Gridin,F,CGY,525.0,247.42761297586424,37,6,14,7,70,3,11,28,35.549982927199416,41.17752603594034,60.65811268635163,34.56787828953399,36.80096727311988,8.96401566057814,29.70913010314085
Nicolas Hague,D,NSH,526.0,247.412051069599,62,3,12,0,56,0,76,54,21.972798207563898,35.93863449353837,21.663208651542433,25.113643589361516,24.041903142373393,57.981770916776,60.70009206844338
Brian Dumoulin,D,LAK,527.0,247.0666177322077,82,2,15,0,61,0,36,89,16.793290621486975,44.1228137736513,21.663208651542433,28.189035995559045,24.041903142373393,28.192401601840075,84.0639639457545
Jeff Malott,F,LAK,528.0,246.92151133035617,58,3,6,0,54,4,166,27,21.972798207563898,18.50461470343744,21.663208651542433,23.987995845372808,38.53702435927084,93.9998368389247,28.25603272424404
Kailer Yamamoto,RW,UTA,529.0,246.10389329385904,59,13,10,0,61,21,47,20,61.83892749130281,30.295177330194544,21.663208651542433,28.189035995559045,48.402202013605226,36.577411824347486,19.137929987307494
Brandon Carlo,D,TOR,530.0,245.99208299773446,55,0,7,0,66,0,65,98,7.803972900757034,21.521776396318067,21.663208651542433,31.78868601913083,24.041903142373393,50.51220272276123,88.66033316485147
Jeff Petry,D,2TM,531.0,244.98125399721596,67,0,9,2,54,0,66,65,7.803972900757034,27.47168301420899,40.27868711976886,23.987995845372808,24.041903142373393,51.45939731399474,69.93761466074015
Drew Helleson,D,ANA,532.0,244.86025144862305,60,2,13,0,39,0,63,79,16.793290621486975,38.680857135552635,21.663208651542433,16.293858987008598,24.041903142373393,48.760346523927,78.62678638673202
Luke Schenn,D,2TM,533.0,243.96647929132035,50,1,6,0,35,0,149,57,11.8019527634363,18.50461470343744,21.663208651542433,13.921344244424265,24.041903142373393,90.70267233348443,63.33078345262209
Vincent Desharnais,D,SJS,534.0,243.4249217089333,53,1,6,0,34,0,103,83,11.8019527634363,18.50461470343744,21.663208651542433,13.318810964845518,24.041903142373393,73.1285939465814,80.96583753671682
Jonny Brodzinski,C,NYR,535.0,243.35538540877513,55,6,10,2,63,44,47,19,35.549982927199416,30.295177330194544,40.27868711976886,29.809640779988275,52.95687858907138,36.577411824347486,17.887606838205176
Oliver Moore,C,CHI,536.0,243.14511486953793,51,5,14,5,57,99,25,13,31.306185512471956,41.17752603594034,52.70822592492259,25.82080831040718,62.2339757113254,18.600541290642127,11.297852083828358
Philipp Kurashev,C,SJS,537.0,242.68846609545824,43,7,13,2,62,34,40,14,39.672344276777984,38.680857135552635,40.27868711976886,29.050411132469456,51.32286496419124,31.465891594224388,12.217409872473674
Rasmus Ristolainen,D,PHI,538.0,241.771305479146,44,1,13,1,58,0,48,63,11.8019527634363,38.680857135552635,35.157280873368165,26.426021771494046,24.041903142373393,37.353645859783654,68.30964393313782
Ian Moore,D,ANA,539.0,241.0786537319222,67,4,8,0,66,0,42,80,26.847447765992854,24.62797614408865,21.663208651542433,31.78868601913083,24.041903142373393,32.84184152058636,79.26759048820769
Ross Johnston,LW,ANA,540.0,240.5962712785383,62,3,11,0,33,5,192,16,21.972798207563898,33.165325911838195,21.663208651542433,12.649565722956794,39.64396675646826,97.13940242534093,14.362003602827762
Jansen Harkins,C,ANA,541.0,238.9743467947406,44,3,5,0,37,95,113,24,21.972798207563898,15.962397728021333,21.663208651542433,15.171059537443277,61.669596610237214,78.27915306154546,24.256132998386995
Kaiden Guhle,D,MTL,542.0,238.83018653441468,39,2,9,0,39,0,86,63,16.793290621486975,27.47168301420899,21.663208651542433,16.293858987008598,24.041903142373393,64.25659818465647,68.30964393313782
Elmer Söderblom,RW,2TM,543.0,238.46508152152356,59,7,6,0,69,3,99,18,39.672344276777984,18.50461470343744,21.663208651542433,33.89565204939025,36.80096727311988,71.31759600326646,16.6106985639891
Mathieu Joseph,RW,2TM,544.0,237.49029220500398,51,2,9,0,36,5,115,34,16.793290621486975,27.47168301420899,21.663208651542433,14.562068412219638,39.64396675646826,79.24059630487042,38.115478444207255
Jonatan Berggren,RW,2TM,545.0,237.31196965293543,51,8,14,3,58,3,41,14,43.76439900542125,41.17752603594034,44.738339137400445,26.426021771494046,36.80096727311988,32.18730655708581,12.217409872473674
Timothy Liljegren,D,2TM,546.0,237.11952154176134,47,1,10,2,39,0,38,90,11.8019527634363,30.295177330194544,40.27868711976886,16.293858987008598,24.041903142373393,29.82267689121543,84.58526530776422
Emil Martinsen Lilleberg,D,TBL,547.0,237.07309969413345,50,4,8,0,43,0,96,45,26.847447765992854,24.62797614408865,21.663208651542433,18.40350093653212,24.041903142373393,69.79120699045745,51.69785606314653
Marc Gatcomb,F,NYI,548.0,236.98115467114928,49,3,4,0,55,1,192,24,21.972798207563898,13.44129738448563,21.663208651542433,24.444420712482,34.06389429134738,97.13940242534093,24.256132998386995
Ryan Lindgren,D,SEA,549.0,236.17437216585722,76,2,7,0,48,0,47,118,16.793290621486975,21.521776396318067,21.663208651542433,21.06934215201932,24.041903142373393,36.577411824347486,94.50743937776954
Dominic James,C,TBL,550.0,236.16719443289963,43,7,8,0,56,139,58,13,39.672344276777984,24.62797614408865,21.663208651542433,25.113643589361516,68.20201936666642,45.59015032063429,11.297852083828358
Andrew Mangiapane,LW,2TM,551.0,233.50390567156836,62,8,8,0,58,3,65,28,43.76439900542125,24.62797614408865,21.663208651542433,26.426021771494046,36.80096727311988,50.51220272276123,29.70913010314085
Tim Washe,F,ANA,552.0,233.41981302899399,39,2,3,0,33,225,91,25,16.793290621486975,10.766656792452297,21.663208651542433,12.649565722956794,78.70702719145477,67.25825452659372,25.58180952250701
Hendrix Lapierre,C,WSH,553.0,233.04395581291914,74,4,12,0,53,120,49,22,26.847447765992854,35.93863449353837,21.663208651542433,23.499642759336915,65.36917105380022,38.27226845944148,21.45358262926686
Troy Stecher,D,2TM,554.0,232.97045367117795,64,3,11,0,64,0,30,79,21.972798207563898,33.165325911838195,21.663208651542433,30.431715245079218,24.041903142373393,23.068716126048784,78.62678638673202
Ryan McDonagh,D,TBL,555.0,232.43233179959086,48,6,15,0,39,0,19,76,35.549982927199416,44.1228137736513,21.663208651542433,16.293858987008598,24.041903142373393,14.068946073445073,76.69161824437066
Ilya Lyubushkin,D,DAL,556.0,232.23626903621812,53,1,8,0,33,0,68,90,11.8019527634363,24.62797614408865,21.663208651542433,12.649565722956794,24.041903142373393,52.866397304056335,84.58526530776422
Tanner Pearson,LW,2TM,557.0,232.06305447726703,56,7,8,0,52,4,74,27,39.672344276777984,24.62797614408865,21.663208651542433,22.944423461629114,38.53702435927084,56.362044859713954,28.25603272424404
Tyson Foerster,RW,PHI,558.0,231.88905405638627,29,13,4,4,61,1,27,25,61.83892749130281,13.44129738448563,48.79596349852645,28.189035995559045,34.06389429134738,19.978125872657976,25.58180952250701
